Contest Name,Candidate Name,Party,Mail Ballots Votes,Vote Center Ballots Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast,Vote For
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",JEANINE ROSKOS,,148.0,63.0,2.0,211.0,6.0,1.0,624.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",CHARLENE WEBER,,98.0,42.0,1.0,140.0,6.0,1.0,624.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",BILL WEBER,,16.0,7.0,0.0,23.0,6.0,1.0,624.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",JEFF WALKER,,9.0,5.0,0.0,14.0,6.0,1.0,624.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",ROSS PIKE,,209.0,89.0,2.0,298.0,5.0,1.0,520.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",JEANETTE BARRAGAN,,155.0,66.0,2.0,221.0,5.0,1.0,520.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JEFF EGKAN,,1199.0,508.0,17.0,1707.0,26.0,7.0,2707.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JOHN VAN DOORN,,701.0,298.0,9.0,999.0,26.0,7.0,2707.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",SHEILA A. LANCASTER,,1236.0,524.0,17.0,1760.0,27.0,8.0,2811.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",MARK BARTHOLOMEW,,737.0,313.0,10.0,1050.0,27.0,8.0,2811.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",SCOTT MALONI,,883.0,374.0,12.0,1257.0,19.0,5.0,1978.0,1.0
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",ERIC K. ARMSTRONG,,313.0,133.0,4.0,446.0,19.0,5.0,1978.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",ERIC T. ANDERSON,,139.0,60.0,1.0,199.0,19.0,5.0,1978.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",GREG BARTH,,51.0,23.0,0.0,74.0,19.0,5.0,1978.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",NEAL MEYERS,,1235.0,523.0,17.0,1758.0,32.0,9.0,3332.0,1.0
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",CHRIS CIEPLEY,,1105.0,468.0,15.0,1573.0,32.0,9.0,3332.0,
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",DELFINA GONZALEZ,,1811.0,767.0,25.0,2578.0,46.0,13.0,4790.0,1.0
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",RYAN KEYES,,1553.0,658.0,22.0,2211.0,46.0,13.0,4790.0,
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",GREGORY J MARTINEZ,,2539.0,1076.0,36.0,3615.0,58.0,17.0,6039.0,1.0
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",MARK ROBAK,,1702.0,721.0,24.0,2423.0,58.0,17.0,6039.0,
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","ROBERT ""BOB"" T. LLOYD SR.",,618.0,263.0,8.0,881.0,14.0,4.0,1457.0,1.0
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",SUZANNE TILL,,403.0,172.0,5.0,575.0,14.0,4.0,1457.0,
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",KIM HALES,,1211.0,514.0,17.0,1725.0,27.0,8.0,2811.0,1.0
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",IVAN ANDUJAR,,762.0,323.0,10.0,1085.0,27.0,8.0,2811.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",ABBI L. JAHAASKI,,2063.0,874.0,29.0,2937.0,48.0,14.0,4998.0,1.0
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",LAURA  BARRY,,1447.0,613.0,20.0,2060.0,48.0,14.0,4998.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",GAURAV DHIMAN,,2837.0,1202.0,40.0,4039.0,88.0,26.0,9163.0,1.0
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",JOE MUGA,,2762.0,1170.0,39.0,3932.0,88.0,26.0,9163.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",JEFF GRIFFITH,,836.0,354.0,11.0,1190.0,88.0,26.0,9163.0,
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",LOLO LEVY,,158.0,68.0,2.0,226.0,4.0,1.0,416.0,2.0
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",MICHAEL ESPARZA,,73.0,31.0,1.0,104.0,4.0,1.0,416.0,
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",BILL COLLIER,,59.0,25.0,0.0,84.0,4.0,1.0,416.0,
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",LISA HOFFMAN,,1448.0,613.0,20.0,2061.0,31.0,9.0,3228.0,1.0
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",JULIE JOHNSON,,819.0,347.0,11.0,1166.0,31.0,9.0,3228.0,
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3 (Short Term)",GREG IRVINE,,538.0,229.0,7.0,767.0,12.0,3.0,1249.0,1.0
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3 (Short Term)",CARI DALE,,337.0,144.0,4.0,481.0,12.0,3.0,1249.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",DOUGLAS DILL,,2269.0,961.0,32.0,3230.0,59.0,17.0,6143.0,3.0
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",NANCY C. HILLGREN,,1454.0,616.0,20.0,2070.0,59.0,17.0,6143.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",RANDALL MALIN,,193.0,83.0,2.0,276.0,59.0,17.0,6143.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",JAMES H. ASHCRAFT,,185.0,79.0,2.0,264.0,59.0,17.0,6143.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",KEVIN BARNARD,,168.0,72.0,2.0,240.0,59.0,17.0,6143.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",ANDREW KRYNEN,,42.0,18.0,0.0,60.0,59.0,17.0,6143.0,
"SOUTH BAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",JOSIE CALDERON - SCOTT,,2345.0,994.0,33.0,3339.0,57.0,17.0,5935.0,1.0
"SOUTH BAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",ELIZABETH COX,,1823.0,772.0,25.0,2595.0,57.0,17.0,5935.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",FELIX M. FELIX,,1303.0,552.0,18.0,1855.0,51.0,15.0,5310.0,8.0
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",JUDITH A. TIEBER,,738.0,313.0,10.0,1051.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MICHAEL GARROD,,423.0,180.0,6.0,603.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK KUKUCHEK,,358.0,152.0,5.0,510.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PATTY O'MARA,,341.0,145.0,4.0,486.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PENNI WILSON-NEELY,,317.0,135.0,4.0,452.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",UWE WERNER,,158.0,67.0,2.0,225.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ELIZABETH LEE STONEHOUSE,,72.0,31.0,1.0,103.0,51.0,15.0,5310.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",STEPHEN STONEHOUSE,,14.0,6.0,0.0,20.0,51.0,15.0,5310.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 1",ALLEN L NEWSOME,,3925.0,1662.0,55.0,5587.0,93.0,27.0,9684.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 1",ADELA IRMA SANCHEZ,,2877.0,1219.0,40.0,4096.0,93.0,27.0,9684.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 5",AARON J. BYZAK,,2173.0,921.0,30.0,3094.0,47.0,14.0,4894.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 5",SHEILA BROWN,,1263.0,536.0,17.0,1799.0,47.0,14.0,4894.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 7",VALERIE MITCHELL,,2005.0,850.0,28.0,2855.0,52.0,15.0,5414.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 7",NINA CHAYA,,1797.0,761.0,25.0,2558.0,52.0,15.0,5414.0,
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",ERIK A. GROSET,,1878.0,796.0,26.0,2674.0,42.0,12.0,4373.0,1.0
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JENNIFER KERSCHBAUM,,1192.0,506.0,16.0,1698.0,42.0,12.0,4373.0,
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",TIFFANY BOYD-HODGSON,,1423.0,603.0,20.0,2026.0,33.0,9.0,3436.0,1.0
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","HENRY ""WALLY"" SIMPSON",,989.0,420.0,14.0,1409.0,33.0,9.0,3436.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",BOB LITTLEJOHN,,630.0,268.0,8.0,898.0,29.0,8.0,3019.0,8.0
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",KAREN A. LIEBER,,412.0,175.0,5.0,587.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",RANDY LIUAG,,389.0,165.0,5.0,554.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARY HOPE L. HODSON,,231.0,98.0,3.0,329.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PATRICK MALLOY,,113.0,49.0,1.0,162.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",LISA ADAMS,,113.0,49.0,1.0,162.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",DORI  RATTRAY,,111.0,48.0,1.0,159.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",DELORES CHAVEZ HARMES,,46.0,20.0,0.0,66.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP","CHRISTOPHER ""CHRIS"" BARBER",,35.0,16.0,0.0,51.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",S. MICHELLE BOTHOF,,17.0,8.0,0.0,25.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ANDREW NOLL,,9.0,5.0,0.0,14.0,29.0,8.0,3019.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",TOM J. STINSON,,2.0,2.0,0.0,4.0,29.0,8.0,3019.0,
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION B",ROB FOUGNER,,844.0,358.0,12.0,1202.0,18.0,5.0,1874.0,1.0
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION B",RICHARD TILCH,,471.0,200.0,6.0,671.0,18.0,5.0,1874.0,
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",BYRON L. OLSON,,897.0,380.0,12.0,1277.0,19.0,5.0,1978.0,1.0
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",KAREN M. WILCOX,,491.0,209.0,7.0,700.0,19.0,5.0,1978.0,
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",BILL HARD,,3597.0,1524.0,51.0,5121.0,76.0,22.0,7914.0,1.0
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",JO  MACKENZIE,,1961.0,831.0,27.0,2792.0,76.0,22.0,7914.0,
PROP 2 - PUBLIC SCHOOL AND COMMUNITY COLLEGE FACILITIES BONDS - Majority-Required to pass,YES,,103385.0,43765.0,1471.0,147150.0,2669.0,800.0,277931.0,1.0
PROP 2 - PUBLIC SCHOOL AND COMMUNITY COLLEGE FACILITIES BONDS - Majority-Required to pass,NO,,91884.0,38896.0,1307.0,130780.0,2669.0,800.0,277931.0,
PROP 3 - RIGHT TO MARRIAGE CONSTITUTIONAL AMENDMENT - Majority-Required to pass,YES,,124863.0,52857.0,1777.0,177720.0,2669.0,800.0,277931.0,1.0
PROP 3 - RIGHT TO MARRIAGE CONSTITUTIONAL AMENDMENT - Majority-Required to pass,NO,,70406.0,29804.0,1002.0,100210.0,2669.0,800.0,277931.0,
"PROP 4 - SAFE DRINKING WATER, WILDFIRE PREVENTION AND CLIMATE RISK BONDS - Majority-Required to pass",YES,,102780.0,43509.0,1462.0,146289.0,2669.0,800.0,277931.0,1.0
"PROP 4 - SAFE DRINKING WATER, WILDFIRE PREVENTION AND CLIMATE RISK BONDS - Majority-Required to pass",NO,,92489.0,39152.0,1316.0,131641.0,2669.0,800.0,277931.0,
PROP 5 - AFFORDABLE HOUSING AND PUBLIC INFRASTRUCTURE BONDS - 55% Required to pass,YES,,107829.0,45646.0,1534.0,153475.0,2669.0,800.0,277931.0,1.0
PROP 5 - AFFORDABLE HOUSING AND PUBLIC INFRASTRUCTURE BONDS - 55% Required to pass,NO,,87440.0,37015.0,1244.0,124455.0,2669.0,800.0,277931.0,
PROP 6 - ELIMINATES INVOLUNTARY SERVITUDE FOR INCARCERATED PERSONS - Majority-Required to pass,YES,,115086.0,48719.0,1638.0,163805.0,2669.0,800.0,277931.0,1.0
PROP 6 - ELIMINATES INVOLUNTARY SERVITUDE FOR INCARCERATED PERSONS - Majority-Required to pass,NO,,80182.0,33943.0,1141.0,114125.0,2669.0,800.0,277931.0,
PROP 32 - RAISES MINIMUM WAGE - Majority-Required to pass,YES,,121193.0,51303.0,1724.0,172496.0,2669.0,800.0,277931.0,1.0
PROP 32 - RAISES MINIMUM WAGE - Majority-Required to pass,NO,,74076.0,31358.0,1054.0,105434.0,2669.0,800.0,277931.0,
PROP 33 - EXPANDS LOCAL AUTHORITY TO ENACT RENT CONTROL - Majority-Required to pass,YES,,104804.0,44366.0,1491.0,149170.0,2669.0,800.0,277931.0,1.0
PROP 33 - EXPANDS LOCAL AUTHORITY TO ENACT RENT CONTROL - Majority-Required to pass,NO,,90464.0,38296.0,1287.0,128760.0,2669.0,800.0,277931.0,
PROP 34 - RESTRICTS SPENDING OF PRESCRIPTION DRUG REVENUES BY CERTAIN HEALTH CARE PROVIDERS - Majority-Required to pass,YES,,123581.0,52315.0,1758.0,175896.0,2669.0,800.0,277931.0,1.0
PROP 34 - RESTRICTS SPENDING OF PRESCRIPTION DRUG REVENUES BY CERTAIN HEALTH CARE PROVIDERS - Majority-Required to pass,NO,,71687.0,30347.0,1020.0,102034.0,2669.0,800.0,277931.0,
PROP 35 - PERMANENT FUNDING FOR MEDI-CAL HEALTH CARE SERVICES - Majority-Required to pass,YES,,104806.0,44367.0,1491.0,149173.0,2669.0,800.0,277931.0,1.0
PROP 35 - PERMANENT FUNDING FOR MEDI-CAL HEALTH CARE SERVICES - Majority-Required to pass,NO,,90462.0,38295.0,1287.0,128757.0,2669.0,800.0,277931.0,
PROP 36 - ALLOWS FELONY CHARGES AND INCREASES SENTENCES FOR CERTAIN CRIMES - Majority-Required to pass,YES,,103979.0,44016.0,1479.0,147995.0,2669.0,800.0,277931.0,1.0
PROP 36 - ALLOWS FELONY CHARGES AND INCREASES SENTENCES FOR CERTAIN CRIMES - Majority-Required to pass,NO,,91290.0,38645.0,1299.0,129935.0,2669.0,800.0,277931.0,
SAN DIEGO COMMUNITY COLLEGE DISTRICT - MEASURE HH - 55% Required to pass,BONDS - YES,,24595.0,10412.0,350.0,35007.0,591.0,177.0,61542.0,1.0
SAN DIEGO COMMUNITY COLLEGE DISTRICT - MEASURE HH - 55% Required to pass,BONDS - NO,,18642.0,7892.0,265.0,26534.0,591.0,177.0,61542.0,
SOUTHWESTERN COMMUNITY COLLEGE DISTRICT - MEASURE SW - 55% Required to pass,BONDS - YES,,16112.0,6821.0,229.0,22933.0,362.0,108.0,37696.0,1.0
SOUTHWESTERN COMMUNITY COLLEGE DISTRICT - MEASURE SW - 55% Required to pass,BONDS - NO,,10371.0,4391.0,147.0,14762.0,362.0,108.0,37696.0,
BONSALL UNIFIED SCHOOL DISTRICT - MEASURE V - 55% Required to pass,BONDS - YES,,3139.0,1330.0,44.0,4469.0,82.0,24.0,8538.0,1.0
BONSALL UNIFIED SCHOOL DISTRICT - MEASURE V - 55% Required to pass,BONDS - NO,,2858.0,1210.0,40.0,4068.0,82.0,24.0,8538.0,
RAMONA UNIFIED SCHOOL DISTRICT - MEASURE GG - 55% Required to pass,BONDS - YES,,1182.0,501.0,16.0,1683.0,29.0,8.0,3019.0,1.0
RAMONA UNIFIED SCHOOL DISTRICT - MEASURE GG - 55% Required to pass,BONDS - NO,,937.0,398.0,13.0,1335.0,29.0,8.0,3019.0,
SAN MARCOS UNIFIED SCHOOL DISTRICT - MEASURE JJ - 55% Required to pass,BONDS - YES,,7172.0,3037.0,102.0,10209.0,181.0,54.0,18848.0,1.0
SAN MARCOS UNIFIED SCHOOL DISTRICT - MEASURE JJ - 55% Required to pass,BONDS - NO,,6068.0,2570.0,86.0,8638.0,181.0,54.0,18848.0,
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT - MEASURE SS - 55% Required to pass,BONDS - YES,,1661.0,704.0,23.0,2365.0,36.0,10.0,3748.0,1.0
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT - MEASURE SS - 55% Required to pass,BONDS - NO,,970.0,412.0,13.0,1382.0,36.0,10.0,3748.0,
WARNER UNIFIED SCHOOL DISTRICT - MEASURE TT - 55% Required to pass,BONDS - YES,,230.0,98.0,3.0,328.0,6.0,1.0,624.0,1.0
WARNER UNIFIED SCHOOL DISTRICT - MEASURE TT - 55% Required to pass,BONDS - NO,,207.0,88.0,2.0,295.0,6.0,1.0,624.0,
FALLBROOK UNION HIGH SCHOOL DISTRICT - MEASURE BB - 55% Required to pass,BONDS - YES,,2460.0,1042.0,35.0,3502.0,62.0,18.0,6456.0,1.0
FALLBROOK UNION HIGH SCHOOL DISTRICT - MEASURE BB - 55% Required to pass,BONDS - NO,,2074.0,879.0,29.0,2953.0,62.0,18.0,6456.0,
SWEETWATER UNION HIGH SCHOOL DISTRICT - MEASURE RR - 55% Required to pass,BONDS - YES,,15480.0,6553.0,220.0,22033.0,355.0,106.0,36967.0,1.0
SWEETWATER UNION HIGH SCHOOL DISTRICT - MEASURE RR - 55% Required to pass,BONDS - NO,,10491.0,4442.0,149.0,14933.0,355.0,106.0,36967.0,
ALPINE UNION SCHOOL DISTRICT - MEASURE U - 55% Required to pass,BONDS - YES,,957.0,406.0,13.0,1363.0,22.0,6.0,2290.0,1.0
ALPINE UNION SCHOOL DISTRICT - MEASURE U - 55% Required to pass,BONDS - NO,,650.0,276.0,9.0,926.0,22.0,6.0,2290.0,
CAJON VALLEY UNION SCHOOL DISTRICT - MEASURE W - 55% Required to pass,BONDS - YES,,5759.0,2438.0,81.0,8197.0,147.0,44.0,15307.0,1.0
CAJON VALLEY UNION SCHOOL DISTRICT - MEASURE W - 55% Required to pass,BONDS - NO,,4994.0,2115.0,71.0,7109.0,147.0,44.0,15307.0,
CHULA VISTA ELEMENTARY SCHOOL DISTRICT - MEASURE AA - 55% Required to pass,BONDS - YES,,10110.0,4280.0,143.0,14390.0,234.0,70.0,24367.0,1.0
CHULA VISTA ELEMENTARY SCHOOL DISTRICT - MEASURE AA - 55% Required to pass,BONDS - NO,,7008.0,2968.0,99.0,9976.0,234.0,70.0,24367.0,
DEHESA SCHOOL DISTRICT - MEASURE Y - 55% Required to pass,BONDS - YES,,763.0,323.0,10.0,1086.0,18.0,5.0,1874.0,1.0
DEHESA SCHOOL DISTRICT - MEASURE Y - 55% Required to pass,BONDS - NO,,552.0,235.0,7.0,787.0,18.0,5.0,1874.0,
ENCINITAS UNION SCHOOL DISTRICT - MEASURE Z - 55% Required to pass,BONDS - YES,,3590.0,1520.0,51.0,5110.0,83.0,24.0,8643.0,1.0
ENCINITAS UNION SCHOOL DISTRICT - MEASURE Z - 55% Required to pass,BONDS - NO,,2481.0,1051.0,35.0,3532.0,83.0,24.0,8643.0,
LEMON GROVE SCHOOL DISTRICT - MEASURE CC - 55% Required to pass,BONDS - YES,,1318.0,559.0,18.0,1877.0,31.0,9.0,3228.0,1.0
LEMON GROVE SCHOOL DISTRICT - MEASURE CC - 55% Required to pass,BONDS - NO,,948.0,402.0,13.0,1350.0,31.0,9.0,3228.0,
LEMON GROVE SCHOOL DISTRICT - MEASURE EE - 55% Required to pass,BONDS - YES,,1350.0,572.0,19.0,1922.0,31.0,9.0,3228.0,1.0
LEMON GROVE SCHOOL DISTRICT - MEASURE EE - 55% Required to pass,BONDS - NO,,916.0,389.0,13.0,1305.0,31.0,9.0,3228.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE KK - 55% Required to pass,BONDS - YES,,1221.0,518.0,17.0,1739.0,27.0,8.0,2811.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE KK - 55% Required to pass,BONDS - NO,,752.0,319.0,10.0,1071.0,27.0,8.0,2811.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE LL - 55% Required to pass,BONDS - YES,,1097.0,465.0,15.0,1562.0,27.0,8.0,2811.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE LL - 55% Required to pass,BONDS - NO,,876.0,372.0,12.0,1248.0,27.0,8.0,2811.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE MM - 55% Required to pass,BONDS - YES,,464.0,197.0,6.0,661.0,12.0,3.0,1249.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE MM - 55% Required to pass,BONDS - NO,,412.0,175.0,5.0,587.0,12.0,3.0,1249.0,
SANTEE SCHOOL DISTRICT - MEASURE NN - 55% Required to pass,BONDS - YES,,2369.0,1003.0,33.0,3372.0,53.0,15.0,5519.0,1.0
SANTEE SCHOOL DISTRICT - MEASURE NN - 55% Required to pass,BONDS - NO,,1507.0,639.0,21.0,2146.0,53.0,15.0,5519.0,
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE PP - 55% Required to pass,BONDS - YES,,1853.0,785.0,26.0,2638.0,43.0,12.0,4477.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE PP - 55% Required to pass,BONDS - NO,,1291.0,547.0,18.0,1838.0,43.0,12.0,4477.0,
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE QQ - 55% Required to pass,BONDS - YES,,1924.0,815.0,27.0,2739.0,43.0,12.0,4477.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE QQ - 55% Required to pass,BONDS - NO,,1220.0,517.0,17.0,1737.0,43.0,12.0,4477.0,
COUNTY OF SAN DIEGO - MEASURE G - Majority-Required to pass,YES,,117768.0,49853.0,1676.0,167621.0,2669.0,800.0,277931.0,1.0
COUNTY OF SAN DIEGO - MEASURE G - Majority-Required to pass,NO,,77501.0,32808.0,1103.0,110309.0,2669.0,800.0,277931.0,
CITY OF CARLSBAD - MEASURE B - Majority-Required to pass,YES,,5046.0,2137.0,71.0,7183.0,111.0,33.0,11558.0,1.0
CITY OF CARLSBAD - MEASURE B - Majority-Required to pass,NO,,3073.0,1301.0,43.0,4374.0,111.0,33.0,11558.0,
CITY OF CHULA VISTA - MEASURE P - Majority-Required to pass,YES,,6741.0,2854.0,95.0,9595.0,154.0,46.0,16036.0,1.0
CITY OF CHULA VISTA - MEASURE P - Majority-Required to pass,NO,,4524.0,1916.0,64.0,6440.0,154.0,46.0,16036.0,
CITY OF DEL MAR - MEASURE A - Majority-Required to pass,YES,,233.0,100.0,3.0,333.0,5.0,1.0,520.0,1.0
CITY OF DEL MAR - MEASURE A - Majority-Required to pass,NO,,130.0,56.0,1.0,186.0,5.0,1.0,520.0,
CITY OF DEL MAR - MEASURE M - Majority-Required to pass,YES,,210.0,90.0,3.0,300.0,5.0,1.0,520.0,1.0
CITY OF DEL MAR - MEASURE M - Majority-Required to pass,NO,,153.0,66.0,2.0,219.0,5.0,1.0,520.0,
CITY OF EL CAJON - MEASURE J - Majority-Required to pass,YES,,3311.0,1402.0,47.0,4713.0,79.0,23.0,8226.0,1.0
CITY OF EL CAJON - MEASURE J - Majority-Required to pass,NO,,2467.0,1045.0,35.0,3512.0,79.0,23.0,8226.0,
