Contest Name,Candidate Name,Party,Mail Ballots Votes,Vote Center Ballots Votes,Provisional Votes,Total Votes,Number Of Precincts,Precincts Reported,Ballots Cast,Vote For
"LAKESIDE WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JEANNE SWARINGEN,,827.0,330.0,11.0,1157.0,9.0,8.0,2947.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",THOMAS HARRINGTON III,,389.0,155.0,5.0,544.0,6.0,5.0,1964.0,3.0
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",JEANINE ROSKOS,,374.0,150.0,5.0,524.0,6.0,5.0,1964.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",CHARLENE WEBER,,301.0,120.0,4.0,421.0,6.0,5.0,1964.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",BILL WEBER,,286.0,114.0,4.0,400.0,6.0,5.0,1964.0,
"MORRO HILLS COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS",JEFF WALKER,,52.0,21.0,0.0,73.0,6.0,5.0,1964.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",ROSS PIKE,,748.0,298.0,10.0,1046.0,5.0,4.0,1637.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",JEANETTE BARRAGAN,,422.0,168.0,5.0,590.0,5.0,4.0,1637.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JEFF EGKAN,,3857.0,1534.0,53.0,5391.0,26.0,24.0,8513.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JOHN VAN DOORN,,2233.0,888.0,31.0,3121.0,26.0,24.0,8513.0,
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",SHEILA A. LANCASTER,,3583.0,1425.0,50.0,5008.0,27.0,25.0,8841.0,1.0
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",MARK BARTHOLOMEW,,2741.0,1091.0,38.0,3832.0,27.0,25.0,8841.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",SCOTT MALONI,,2182.0,868.0,30.0,3050.0,19.0,18.0,6221.0,1.0
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",ERIC K. ARMSTRONG,,1779.0,708.0,24.0,2487.0,19.0,18.0,6221.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",ERIC T. ANDERSON,,334.0,133.0,4.0,467.0,19.0,18.0,6221.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",GREG BARTH,,154.0,62.0,2.0,216.0,19.0,18.0,6221.0,
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",NEAL MEYERS,,3994.0,1588.0,55.0,5582.0,32.0,30.0,10478.0,1.0
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",CHRIS CIEPLEY,,3502.0,1393.0,48.0,4895.0,32.0,30.0,10478.0,
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",DELFINA GONZALEZ,,6419.0,2553.0,89.0,8972.0,46.0,43.0,15062.0,1.0
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",RYAN KEYES,,4356.0,1733.0,60.0,6089.0,46.0,43.0,15062.0,
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",GREGORY J MARTINEZ,,7650.0,3042.0,106.0,10692.0,58.0,55.0,18992.0,1.0
"OTAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",MARK ROBAK,,5938.0,2361.0,82.0,8299.0,58.0,55.0,18992.0,
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","ROBERT ""BOB"" T. LLOYD SR.",,2050.0,815.0,28.0,2865.0,14.0,13.0,4584.0,1.0
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",SUZANNE TILL,,1229.0,489.0,17.0,1718.0,14.0,13.0,4584.0,
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",KIM HALES,,3695.0,1470.0,51.0,5165.0,27.0,25.0,8841.0,1.0
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",IVAN ANDUJAR,,2629.0,1046.0,36.0,3675.0,27.0,25.0,8841.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",ABBI L. JAHAASKI,,6364.0,2530.0,88.0,8894.0,48.0,45.0,15717.0,1.0
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",LAURA  BARRY,,4881.0,1941.0,68.0,6822.0,48.0,45.0,15717.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",GAURAV DHIMAN,,13163.0,5234.0,183.0,18397.0,88.0,83.0,28816.0,1.0
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",JOE MUGA,,5755.0,2288.0,80.0,8043.0,88.0,83.0,28816.0,
"PALOMAR HEALTH MEMBER, BOARD OF DIRECTORS DIVISION NO. 6",JEFF GRIFFITH,,1699.0,676.0,23.0,2375.0,88.0,83.0,28816.0,
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",LOLO LEVY,,686.0,273.0,9.0,959.0,4.0,3.0,1309.0,2.0
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",MICHAEL ESPARZA,,216.0,86.0,3.0,302.0,4.0,3.0,1309.0,
"PAUMA VALLEY COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS (Short Term)",BILL COLLIER,,33.0,14.0,0.0,47.0,4.0,3.0,1309.0,
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",LISA HOFFMAN,,3972.0,1580.0,55.0,5552.0,31.0,29.0,10151.0,1.0
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1",JULIE JOHNSON,,3290.0,1308.0,45.0,4598.0,31.0,29.0,10151.0,
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3 (Short Term)",GREG IRVINE,,1728.0,687.0,24.0,2415.0,12.0,11.0,3929.0,1.0
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3 (Short Term)",CARI DALE,,1082.0,431.0,15.0,1513.0,12.0,11.0,3929.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",DOUGLAS DILL,,4869.0,1936.0,68.0,6805.0,59.0,56.0,19319.0,3.0
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",NANCY C. HILLGREN,,2941.0,1170.0,41.0,4111.0,59.0,56.0,19319.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",RANDALL MALIN,,2324.0,924.0,32.0,3248.0,59.0,56.0,19319.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",JAMES H. ASHCRAFT,,2120.0,844.0,29.0,2964.0,59.0,56.0,19319.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",KEVIN BARNARD,,1441.0,573.0,20.0,2014.0,59.0,56.0,19319.0,
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS",ANDREW KRYNEN,,125.0,50.0,1.0,175.0,59.0,56.0,19319.0,
"SOUTH BAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",JOSIE CALDERON - SCOTT,,7458.0,2965.0,104.0,10423.0,57.0,54.0,18664.0,1.0
"SOUTH BAY WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",ELIZABETH COX,,5896.0,2344.0,82.0,8240.0,57.0,54.0,18664.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",FELIX M. FELIX,,4383.0,1743.0,61.0,6126.0,51.0,48.0,16700.0,8.0
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",JUDITH A. TIEBER,,3173.0,1262.0,44.0,4435.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MICHAEL GARROD,,1966.0,782.0,27.0,2748.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARK KUKUCHEK,,935.0,372.0,13.0,1307.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PATTY O'MARA,,770.0,307.0,10.0,1077.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PENNI WILSON-NEELY,,348.0,139.0,4.0,487.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",UWE WERNER,,241.0,97.0,3.0,338.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ELIZABETH LEE STONEHOUSE,,95.0,38.0,1.0,133.0,51.0,48.0,16700.0,
"SWEETWATER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",STEPHEN STONEHOUSE,,31.0,13.0,0.0,44.0,51.0,48.0,16700.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 1",ALLEN L NEWSOME,,12237.0,4865.0,171.0,17102.0,93.0,88.0,30453.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 1",ADELA IRMA SANCHEZ,,9552.0,3798.0,133.0,13350.0,93.0,88.0,30453.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 5",AARON J. BYZAK,,6562.0,2609.0,91.0,9171.0,47.0,44.0,15390.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 5",SHEILA BROWN,,4449.0,1769.0,62.0,6218.0,47.0,44.0,15390.0,
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 7",VALERIE MITCHELL,,6876.0,2734.0,96.0,9610.0,52.0,49.0,17027.0,1.0
"TRI-CITY HEALTHCARE DISTRICT MEMBER, BOARD OF DIRECTORS ZONE NO. 7",NINA CHAYA,,5306.0,2110.0,74.0,7416.0,52.0,49.0,17027.0,
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",ERIK A. GROSET,,5840.0,2322.0,81.0,8162.0,42.0,39.0,13753.0,1.0
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4",JENNIFER KERSCHBAUM,,3999.0,1591.0,55.0,5590.0,42.0,39.0,13753.0,
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",TIFFANY BOYD-HODGSON,,4506.0,1792.0,62.0,6298.0,33.0,31.0,10806.0,1.0
"VALLECITOS WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","HENRY ""WALLY"" SIMPSON",,3224.0,1283.0,45.0,4507.0,33.0,31.0,10806.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",BOB LITTLEJOHN,,2583.0,1028.0,36.0,3611.0,29.0,27.0,9496.0,8.0
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",KAREN A. LIEBER,,1347.0,536.0,18.0,1883.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",RANDY LIUAG,,900.0,358.0,12.0,1258.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",MARY HOPE L. HODSON,,487.0,195.0,6.0,682.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",PATRICK MALLOY,,425.0,170.0,5.0,595.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",LISA ADAMS,,298.0,119.0,4.0,417.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",DORI  RATTRAY,,265.0,106.0,3.0,371.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",DELORES CHAVEZ HARMES,,197.0,79.0,2.0,276.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP","CHRISTOPHER ""CHRIS"" BARBER",,150.0,61.0,2.0,211.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",S. MICHELLE BOTHOF,,89.0,36.0,1.0,125.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",ANDREW NOLL,,27.0,12.0,0.0,39.0,29.0,27.0,9496.0,
"VALLEY CENTER COMMUNITY PLANNING GROUP MEMBER, PLANNING GROUP",TOM J. STINSON,,16.0,7.0,0.0,23.0,29.0,27.0,9496.0,
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION B",ROB FOUGNER,,2402.0,956.0,33.0,3358.0,18.0,17.0,5894.0,1.0
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION B",RICHARD TILCH,,1813.0,722.0,25.0,2535.0,18.0,17.0,5894.0,
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",BYRON L. OLSON,,2575.0,1025.0,36.0,3600.0,19.0,18.0,6221.0,1.0
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2",KAREN M. WILCOX,,1874.0,746.0,26.0,2620.0,19.0,18.0,6221.0,
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",BILL HARD,,11256.0,4475.0,157.0,15731.0,76.0,72.0,24886.0,1.0
"VISTA IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5",JO  MACKENZIE,,6550.0,2604.0,91.0,9154.0,76.0,72.0,24886.0,
PROP 2 - PUBLIC SCHOOL AND COMMUNITY COLLEGE FACILITIES BONDS - Majority-Required to pass,YES,,387094.0,153888.0,5409.0,540982.0,2669.0,2535.0,873978.0,1.0
PROP 2 - PUBLIC SCHOOL AND COMMUNITY COLLEGE FACILITIES BONDS - Majority-Required to pass,NO,,238271.0,94724.0,3329.0,332995.0,2669.0,2535.0,873978.0,
PROP 3 - RIGHT TO MARRIAGE CONSTITUTIONAL AMENDMENT - Majority-Required to pass,YES,,370583.0,147324.0,5179.0,517907.0,2669.0,2535.0,873978.0,1.0
PROP 3 - RIGHT TO MARRIAGE CONSTITUTIONAL AMENDMENT - Majority-Required to pass,NO,,254782.0,101288.0,3560.0,356070.0,2669.0,2535.0,873978.0,
"PROP 4 - SAFE DRINKING WATER, WILDFIRE PREVENTION AND CLIMATE RISK BONDS - Majority-Required to pass",YES,,385182.0,153128.0,5383.0,538310.0,2669.0,2535.0,873978.0,1.0
"PROP 4 - SAFE DRINKING WATER, WILDFIRE PREVENTION AND CLIMATE RISK BONDS - Majority-Required to pass",NO,,240183.0,95484.0,3356.0,335667.0,2669.0,2535.0,873978.0,
PROP 5 - AFFORDABLE HOUSING AND PUBLIC INFRASTRUCTURE BONDS - 55% Required to pass,YES,,353688.0,140608.0,4942.0,494296.0,2669.0,2535.0,873978.0,1.0
PROP 5 - AFFORDABLE HOUSING AND PUBLIC INFRASTRUCTURE BONDS - 55% Required to pass,NO,,271677.0,108004.0,3796.0,379681.0,2669.0,2535.0,873978.0,
PROP 6 - ELIMINATES INVOLUNTARY SERVITUDE FOR INCARCERATED PERSONS - Majority-Required to pass,YES,,388207.0,154330.0,5425.0,542537.0,2669.0,2535.0,873978.0,1.0
PROP 6 - ELIMINATES INVOLUNTARY SERVITUDE FOR INCARCERATED PERSONS - Majority-Required to pass,NO,,237158.0,94282.0,3314.0,331440.0,2669.0,2535.0,873978.0,
PROP 32 - RAISES MINIMUM WAGE - Majority-Required to pass,YES,,404064.0,160634.0,5646.0,564698.0,2669.0,2535.0,873978.0,1.0
PROP 32 - RAISES MINIMUM WAGE - Majority-Required to pass,NO,,221301.0,87978.0,3092.0,309279.0,2669.0,2535.0,873978.0,
PROP 33 - EXPANDS LOCAL AUTHORITY TO ENACT RENT CONTROL - Majority-Required to pass,YES,,397485.0,158018.0,5555.0,555503.0,2669.0,2535.0,873978.0,1.0
PROP 33 - EXPANDS LOCAL AUTHORITY TO ENACT RENT CONTROL - Majority-Required to pass,NO,,227881.0,90593.0,3184.0,318474.0,2669.0,2535.0,873978.0,
PROP 34 - RESTRICTS SPENDING OF PRESCRIPTION DRUG REVENUES BY CERTAIN HEALTH CARE PROVIDERS - Majority-Required to pass,YES,,378792.0,150587.0,5293.0,529379.0,2669.0,2535.0,873978.0,1.0
PROP 34 - RESTRICTS SPENDING OF PRESCRIPTION DRUG REVENUES BY CERTAIN HEALTH CARE PROVIDERS - Majority-Required to pass,NO,,246573.0,98025.0,3445.0,344598.0,2669.0,2535.0,873978.0,
PROP 35 - PERMANENT FUNDING FOR MEDI-CAL HEALTH CARE SERVICES - Majority-Required to pass,YES,,387282.0,153963.0,5412.0,541245.0,2669.0,2535.0,873978.0,1.0
PROP 35 - PERMANENT FUNDING FOR MEDI-CAL HEALTH CARE SERVICES - Majority-Required to pass,NO,,238083.0,94649.0,3327.0,332732.0,2669.0,2535.0,873978.0,
PROP 36 - ALLOWS FELONY CHARGES AND INCREASES SENTENCES FOR CERTAIN CRIMES - Majority-Required to pass,YES,,350255.0,139243.0,4894.0,489498.0,2669.0,2535.0,873978.0,1.0
PROP 36 - ALLOWS FELONY CHARGES AND INCREASES SENTENCES FOR CERTAIN CRIMES - Majority-Required to pass,NO,,275110.0,109369.0,3844.0,384479.0,2669.0,2535.0,873978.0,
SAN DIEGO COMMUNITY COLLEGE DISTRICT - MEASURE HH - 55% Required to pass,BONDS - YES,,80185.0,31878.0,1120.0,112063.0,591.0,561.0,193526.0,1.0
SAN DIEGO COMMUNITY COLLEGE DISTRICT - MEASURE HH - 55% Required to pass,BONDS - NO,,58289.0,23173.0,814.0,81462.0,591.0,561.0,193526.0,
SOUTHWESTERN COMMUNITY COLLEGE DISTRICT - MEASURE SW - 55% Required to pass,BONDS - YES,,50731.0,20169.0,709.0,70900.0,362.0,343.0,118538.0,1.0
SOUTHWESTERN COMMUNITY COLLEGE DISTRICT - MEASURE SW - 55% Required to pass,BONDS - NO,,34086.0,13551.0,476.0,47637.0,362.0,343.0,118538.0,
BONSALL UNIFIED SCHOOL DISTRICT - MEASURE V - 55% Required to pass,BONDS - YES,,10024.0,3986.0,140.0,14010.0,82.0,77.0,26851.0,1.0
BONSALL UNIFIED SCHOOL DISTRICT - MEASURE V - 55% Required to pass,BONDS - NO,,9187.0,3653.0,128.0,12840.0,82.0,77.0,26851.0,
RAMONA UNIFIED SCHOOL DISTRICT - MEASURE GG - 55% Required to pass,BONDS - YES,,3579.0,1423.0,50.0,5002.0,29.0,27.0,9496.0,1.0
RAMONA UNIFIED SCHOOL DISTRICT - MEASURE GG - 55% Required to pass,BONDS - NO,,3214.0,1279.0,44.0,4493.0,29.0,27.0,9496.0,
SAN MARCOS UNIFIED SCHOOL DISTRICT - MEASURE JJ - 55% Required to pass,BONDS - YES,,23863.0,9488.0,333.0,33351.0,181.0,171.0,59269.0,1.0
SAN MARCOS UNIFIED SCHOOL DISTRICT - MEASURE JJ - 55% Required to pass,BONDS - NO,,18544.0,7373.0,259.0,25917.0,181.0,171.0,59269.0,
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT - MEASURE SS - 55% Required to pass,BONDS - YES,,5421.0,2156.0,75.0,7577.0,36.0,34.0,11788.0,1.0
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT - MEASURE SS - 55% Required to pass,BONDS - NO,,3012.0,1198.0,42.0,4210.0,36.0,34.0,11788.0,
WARNER UNIFIED SCHOOL DISTRICT - MEASURE TT - 55% Required to pass,BONDS - YES,,823.0,328.0,11.0,1151.0,6.0,5.0,1964.0,1.0
WARNER UNIFIED SCHOOL DISTRICT - MEASURE TT - 55% Required to pass,BONDS - NO,,581.0,231.0,8.0,812.0,6.0,5.0,1964.0,
FALLBROOK UNION HIGH SCHOOL DISTRICT - MEASURE BB - 55% Required to pass,BONDS - YES,,8710.0,3464.0,121.0,12174.0,62.0,58.0,20302.0,1.0
FALLBROOK UNION HIGH SCHOOL DISTRICT - MEASURE BB - 55% Required to pass,BONDS - NO,,5815.0,2312.0,81.0,8127.0,62.0,58.0,20302.0,
SWEETWATER UNION HIGH SCHOOL DISTRICT - MEASURE RR - 55% Required to pass,BONDS - YES,,48831.0,19413.0,682.0,68244.0,355.0,337.0,116246.0,1.0
SWEETWATER UNION HIGH SCHOOL DISTRICT - MEASURE RR - 55% Required to pass,BONDS - NO,,34346.0,13655.0,480.0,48001.0,355.0,337.0,116246.0,
ALPINE UNION SCHOOL DISTRICT - MEASURE U - 55% Required to pass,BONDS - YES,,3048.0,1212.0,42.0,4260.0,22.0,20.0,7204.0,1.0
ALPINE UNION SCHOOL DISTRICT - MEASURE U - 55% Required to pass,BONDS - NO,,2105.0,838.0,29.0,2943.0,22.0,20.0,7204.0,
CAJON VALLEY UNION SCHOOL DISTRICT - MEASURE W - 55% Required to pass,BONDS - YES,,20898.0,8309.0,292.0,29207.0,147.0,139.0,48135.0,1.0
CAJON VALLEY UNION SCHOOL DISTRICT - MEASURE W - 55% Required to pass,BONDS - NO,,13543.0,5384.0,189.0,18927.0,147.0,139.0,48135.0,
CHULA VISTA ELEMENTARY SCHOOL DISTRICT - MEASURE AA - 55% Required to pass,BONDS - YES,,35510.0,14117.0,496.0,49627.0,234.0,222.0,76624.0,1.0
CHULA VISTA ELEMENTARY SCHOOL DISTRICT - MEASURE AA - 55% Required to pass,BONDS - NO,,19316.0,7680.0,269.0,26996.0,234.0,222.0,76624.0,
DEHESA SCHOOL DISTRICT - MEASURE Y - 55% Required to pass,BONDS - YES,,2431.0,967.0,33.0,3398.0,18.0,17.0,5894.0,1.0
DEHESA SCHOOL DISTRICT - MEASURE Y - 55% Required to pass,BONDS - NO,,1785.0,710.0,24.0,2495.0,18.0,17.0,5894.0,
ENCINITAS UNION SCHOOL DISTRICT - MEASURE Z - 55% Required to pass,BONDS - YES,,11308.0,4496.0,158.0,15804.0,83.0,78.0,27178.0,1.0
ENCINITAS UNION SCHOOL DISTRICT - MEASURE Z - 55% Required to pass,BONDS - NO,,8137.0,3236.0,113.0,11373.0,83.0,78.0,27178.0,
LEMON GROVE SCHOOL DISTRICT - MEASURE CC - 55% Required to pass,BONDS - YES,,3954.0,1572.0,55.0,5526.0,31.0,29.0,10151.0,1.0
LEMON GROVE SCHOOL DISTRICT - MEASURE CC - 55% Required to pass,BONDS - NO,,3308.0,1316.0,46.0,4624.0,31.0,29.0,10151.0,
LEMON GROVE SCHOOL DISTRICT - MEASURE EE - 55% Required to pass,BONDS - YES,,4413.0,1755.0,61.0,6168.0,31.0,29.0,10151.0,1.0
LEMON GROVE SCHOOL DISTRICT - MEASURE EE - 55% Required to pass,BONDS - NO,,2849.0,1133.0,39.0,3982.0,31.0,29.0,10151.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE KK - 55% Required to pass,BONDS - YES,,3647.0,1450.0,50.0,5097.0,27.0,25.0,8841.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE KK - 55% Required to pass,BONDS - NO,,2678.0,1065.0,37.0,3743.0,27.0,25.0,8841.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE LL - 55% Required to pass,BONDS - YES,,3307.0,1316.0,46.0,4623.0,27.0,25.0,8841.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE LL - 55% Required to pass,BONDS - NO,,3017.0,1200.0,42.0,4217.0,27.0,25.0,8841.0,
SAN YSIDRO SCHOOL DISTRICT - MEASURE MM - 55% Required to pass,BONDS - YES,,1764.0,702.0,24.0,2466.0,12.0,11.0,3929.0,1.0
SAN YSIDRO SCHOOL DISTRICT - MEASURE MM - 55% Required to pass,BONDS - NO,,1046.0,416.0,14.0,1462.0,12.0,11.0,3929.0,
SANTEE SCHOOL DISTRICT - MEASURE NN - 55% Required to pass,BONDS - YES,,7491.0,2979.0,104.0,10470.0,53.0,50.0,17355.0,1.0
SANTEE SCHOOL DISTRICT - MEASURE NN - 55% Required to pass,BONDS - NO,,4925.0,1959.0,68.0,6884.0,53.0,50.0,17355.0,
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE PP - 55% Required to pass,BONDS - YES,,5542.0,2204.0,77.0,7746.0,43.0,40.0,14080.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE PP - 55% Required to pass,BONDS - NO,,4531.0,1802.0,63.0,6333.0,43.0,40.0,14080.0,
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE QQ - 55% Required to pass,BONDS - YES,,6160.0,2450.0,86.0,8610.0,43.0,40.0,14080.0,1.0
SOUTH BAY UNION SCHOOL DISTRICT - MEASURE QQ - 55% Required to pass,BONDS - NO,,3913.0,1556.0,54.0,5469.0,43.0,40.0,14080.0,
COUNTY OF SAN DIEGO - MEASURE G - Majority-Required to pass,YES,,373124.0,148334.0,5214.0,521458.0,2669.0,2535.0,873978.0,1.0
COUNTY OF SAN DIEGO - MEASURE G - Majority-Required to pass,NO,,252241.0,100278.0,3525.0,352519.0,2669.0,2535.0,873978.0,
CITY OF CARLSBAD - MEASURE B - Majority-Required to pass,YES,,16277.0,6472.0,227.0,22749.0,111.0,105.0,36347.0,1.0
CITY OF CARLSBAD - MEASURE B - Majority-Required to pass,NO,,9729.0,3868.0,135.0,13597.0,111.0,105.0,36347.0,
CITY OF CHULA VISTA - MEASURE P - Majority-Required to pass,YES,,20432.0,8123.0,285.0,28555.0,154.0,146.0,50428.0,1.0
CITY OF CHULA VISTA - MEASURE P - Majority-Required to pass,NO,,15650.0,6222.0,218.0,21872.0,154.0,146.0,50428.0,
CITY OF DEL MAR - MEASURE A - Majority-Required to pass,YES,,722.0,288.0,10.0,1010.0,5.0,4.0,1637.0,1.0
